id	document	label
392	진짜 후회 안함 개꿀잼이에요 다들 보세요	1
393	내가 8점을 준 이유. 이건 딱 어릴적 후레쉬맨 생각하고 보면 깔게 없음.	1
394	감독 네임밸류에 속았다. 잔뜩 어렵게 꼬아놓느라 재미는 찾아볼 수가 없음. 하품을 백번은 한거 같다 억지로 보다가 끔.	0
395	이해가 될듯말듯 어렵다..	0
396	사랑의 힘으로 다시 심장이 뛴다니 호러로맨스 둘다 느낄수 있어 좋았어요	1
397	비슷한 나이대의 주인공이 나오는 스파이더맨이랑 비교하면... 이건 뽀뽀뽀 수준이네	0
398	라떼는 말이야... 굉장히 서정적이고 비교적 현실적으로 꾸며낸 연애사.시계가 정해 시간속에 살지 말고 시간이 만들어낸 지금을 충분히 즐기고 최선을 다해라	1
399	한번쯤은 볼만하지만 두번은 안본다. 그시간에 차라리 매드맥스를 보거나 다른 액션영화 보지...고어는 약하고 액션은 중상 스토리는 최악 고구마 입에 물고 보는 느낌이었음	0
400	한국은 진짜 개나소나 감독하는구나.. 접어라 그냥	0
401	영상 스토리 연출 연기 빠지는게 없는강렬하고 묵직한 영화 몰입감도 최고	1
402	고전 추리소설을 한 편 읽은 기분후반으로 갈수록 촘촘한 떡밥회수와 압박감	1
403	다른건 모르겠고 계속 목말랐음ㅋㅋㅋㅋ	0
404	007시리즈가 더 이상 안나오는 이유. 황당한 설정으로 시리즈 전체를 말아먹음. 첫 20분과 ost 말고는 먹을게읍다	0
405	극단적인 상황에 놓인 핵잠수함에서,소련해군들의 깊은 동료애와 희생을 다룬 감동적인 몀화.. 감동적이지만 슬프다..	1
406	아직까지도 기억에 남는... 생각보다 매우 인상 깊고 자주 생각하게 되는 영화.	1
407	생각지 못한부분을 생각하며 느끼게 해주는 귀한것을 감사드립니다	1
408	제발 재개봉 해주세요 진짜 제발 ㅠㅠㅠㅠ	1
409	ㅂㅎ가좋아할듯... ㅂㅎ는 친구이름임	1
410	보조 출연자들만 고생했네.	0
411	어썸 무비임 스트레스도 풀어지는 기분 갖게 만든다 감독 멋쪄부리	1
412	1편에 뜨거운감동을 보여줬다면 인과연은 너무 예뻤어요. 주지훈 흥해라~	1
413	너무 재밌게 봤어요 다들 연기도 찰지고 넷이서 술먹는장면 쫄리면서 웃겨요	1
414	하 ㅠㅠㅠ 마르코랑 노아처럼 나를 설래게 할 남자는 세상에서 사라짐....	1
415	기대안하고 보러갔지만꼭봐야하는.. 완전 강추합니다간접적으로 고통을 함께한 기회였고뉘우침과 바른길로 인도함이 감동이에요	1
416	리바이,에렌 찬양해ㅐ	1
417	메간여깽이 이름만있는 영화내여.온갖영화들을 짜집기했으나...그냥 시간죽이는것도 약간힘든영화. 이영화엔 처음 액트오브벨러가 있고 그담 론서바이버를 거쳐 고스트다크니스가 있으며. 살짝 태양의눈물도 섞임. 더안타가운건 누구하나 군대다녀오거나 사설슈팅클럽한번안가본 상태로 액션연출자 말만듣고 찍은...메간이는 416소총도 버거운상태.에혀다.	0
418	넘재밌고감동적이게봤다는요 아이를잃은엄마의마음이애절하게느껴졌어요	1
419	보면서 너무심심했어요.... ㅠ 영화보다가 나간적은 처음..개인적으로 남주혁 좋아해서 봤는데.. 좀 지루했어여	1
420	배우들의 연기는 수준급이나 스토리에 개연성이나 당위성이 없음. 감독이 시그널+검은사제들+동감 보고 짬뽕한듯	0
421	개미쳤음.,,걍 흔한 공포영화가 아님 내용이 걍 ㅈㄴ신선하고 재밌어ㅜㅠ쿠키영상해석보고 진짜 입이 떠억 벌어짐.,,마지막에 어른서연이 묶여있었단건 과거으ㅣ 어린서연이 19년도까지 계속 묶여있었단거잖아.,,,와 진짜 잘만든 영화같음 미쳤어 제발 꼭 보세요 백번 천번보세요	1
422	영상미는 정말 잔잔하니 좋네요. 뭔개 아쉬운 여운이 남아서 좋네요	1
423	시진핑이 프리홍콩을 외친 후 핑핑이로 변하는 순간 온몸에 전율이 돋았습니다,,	1
424	왜 망한지 알겠다, 진짜 별...	0
425	충격 그자체입니다꼭 보세요초고학년ㆍ중ㆍ고생들꼭 보길 강력추천 드립니다	1
426	엄마와 아들이 봐야할 몇안되는 영화	1
427	요즘 남녀갈등 심해서 이 영화를 보고 여자 불쌍해, 여자들은 피해의식 있어 라는 생각으로 갈릴듯하네요 이 영화는 소외 받고 차별 피해 받는 약자들의 이야기입니다 20년이 지나 이제서야 옥상의 약자들이 거리로 나왔네요	1
428	인류의 멸망에 대하여 진지하게 접근하다.	1
429	애들이 연기를 왜 이렇게 잘해..	1
430	재난시 인간의 이기심과 자비심이 어떻게 나타나는지 보여주는 영화라 할 수 있겠다~ 이기심이 자비심을 먹는다면 인류는 종말을 맞이하겠쥐... 누군살고 누군죽고... 지 혼자만 살고자 하는 것들때문에 영화보는 내내 멍멍짜증이 났지만 이런 영화를 통해 인간의 본성 또한 알수 있다고 봄... 나라 운영하는 것뜰 좀 잘 뽑읍시다 재난시 살 가능성을 높이려면...오카이???	1
431	미지의 영역을 경계하라 무지한 인간에 경고하는 충격적 비극적 SF.	1
432	미나미의 연기랑 OST때문에 더 슬픈듯...ㅠㅠ 죽는게 두려워서 혼자 병원에서 우는거.. 타쿠미 앞에서는 힘든것도 까먹고 밝은거 보면 친구가 진짜 중요하고 하루하루마다 의미있는 삶을 살라는걸 알려주는 영화 꼭 보세요!!	1
433	배우들의 연기와 스토리 구성 완벽한 영화!!	1
434	하지원은 아직두 이쁘네.ㄷㄷ	1
435	3번봤다 이해못해서 발생하는 짜증들이 이해하는순간 부터 소름과함께 시간이 역행한다 진짜다	1
436	배드캅 잡는 굿캅. 정말 정말 너무 뻔한 플롯과 하나 틀림없이 예상대로 흘러만 가는 스토리 전개이지만, 이상하게도 지루하지는 않음. 그렇다고 비슷한 경찰물과 비교해서 새로운 것이 있는 것도 아님	0
437	10점 이상,,,여운 오래남고 봣던 일본영화중에 인생작	1
438	201218[8]걸출한 연기자분들로 가득 채워진 영화	1
439	Free hongkong	0
440	지금 다시 개봉해도 찾아볼거라능	1
441	가볍고 재밋게 보기 좋음	1
442	하...디아더스 이후 오랜만에 반전 영화..가볍게 보다가 소름돋는 영화...생각보다 평점이 낮은데 전 10점 만점 줍니다..	1
443	킬링타임용도 못됐음.	0
444	사회적인  멧시지를 주인공의  열연으로 내 생각을 바꾸게 해 준영화!	1
445	문재앙도 빨리 노짱 따라가라	0
446	10대,20대,30대... 시간이 흘러도, 볼때마다 내 10대시절 처음 봤을때의 설레임과 즐거움을 그대로 느끼게 해주는 영화. 10대 시절 가슴 아픈 사랑과 이별의 고통을 몰랐던 때로 돌아가 나를 마냥 해맑게 만들어주는 영화. 그래서 시간이 흘러도 다시 찾게 되는 영화. 이 영화는 가슴 한 켠에 있는 나의 그리움이다.	1
447	한창 끓던 20대 때 봤을때도 잔잔한 감동을 받았는데~ 이제 40 중반에 다시 보니까 가슴이 막 설레고 눈시울이... 참 어릴 때 추억이 그립네요.	1
448	나쁘진 않았던 것 같아요	1
449	한국판 조제 보고나서 이영화가 더더욱 명작임을 깨닫게 된다	1
450	아무 기대않고 봣는데 펑펑울고잇네요 ㅠㅠ	1
451	인혁당 사건을 영화로.	1
452	내용이 거의 초등생급 영화	0
453	김종관의 영상미가 그려낸 조제 안볼수가 없다.	1
454	스토리가 있고 배경음악이 좋은 괜찮은 영화배우들의 연기도 훌륭.	1
455	ㅋㅋㅋ와 너무 유치한데 재밌음ㅋㅋㅋ	1
456	첨엔 스토리가 어케 되는거지 했다가 점점 빠져든다 맥커너히 넘나 매력적인 그대.	1
457	개봉을 못해 너무 안타깝네요무조건 천만 영화인데요	1
458	1편 만도 못한 2편.실망이다	0
459	음악이 너무 부족.. 주려는 메시지가 너무 적고... 무엇보다 재미가 없음.	0
460	이런 영화가 imdb 평점이 6.0이라니, imdb 6.0 이상은 수작이란 얘기군.	1
461	와 한국에도 이런 영화가 있었네.... 진짜 명작이다 이걸 이제야 보다니.. 타이타닉에 버금가는 감동입니다..	1
462	2019년에 이런 삼류 영화가 나오다니...ㅋㅋ 어이가 없다. 바람 난 남편을 둔 본처나 좋아할 영화.ㅋㅋ	0
463	생명의 소중함을 다시 한 번 일깨워주는 영화였습니다ㅠ! 정말 이 시대를 살아가는 모든 사람들이 이 영화을 한번씩은 꼭 봤으면 하는 바람입니다. 요즘 들어 낙태를 너무 가볍고 단순하게, 또 여성의 권리라고 주장하며 말도 안되는 논리의 시선이 많아졌는데 이 영화를 보고 조금의 변화가 생기면 너무나도 좋을 것 같네요! 사실 임신도 자신의 선택이었기에 성폭력, 강간과 같은 타의적으로 임신한 게 아니라면 자신의 선택에 따른 결과가 초래한다는 것을 알고 낙태법을 폐지하려는 악한 시도가 사라졌으면 하네요. 모든 사람들이 세상을 객관적으로 판단할 수 있는 관점을 가졌으면...합니다.	1
464	바다에서 삼지창 휘둘고 OO고 관종짓하는 영화보다 낫지..	1
465	정말 오랫만에 영화다운 영화를 본것같다내가 전혀 알지못했던 현실세계를 봤다부모와 자녀가 함께보고연인끼리 함께보면 참 많은 이야기를 나눌수 있을것 같다절망과 상처와 아픔을 희망과 소망으로 바꿀수 있는 길이 있음에 감동하며전세대를 향해 권하고싶은 영화다.꼭 보세요~강추합니다!!^^	1
466	쥬라기공원은 레전드지. 수없이 봐도 볼때마다 쫄리고 잼씀. 그리고 OST 들으면 환상과 미지의 쥬라의공원으로 나도 떠나는기분듦	1
467	공리가 너무 아름답다...	1
468	십대-20대 초반 여자분들이 보면 좋을거 같아요 저는 30대지만 딸이 있다면 고등학생이 되면 보여줄거 같네요	1
469	명불허전 연기들 보소ㅋㅋ 빠삐용 찰리 허냄이 최고~!!	1
470	무지함을 일깨워주는 영화였다..	1
471	지하철에서 납치하고. 복장 그대로 그 자리에 놔둔거 보고 현웃 터짐ㅋㅋㅋ 그나저나 위탁 가정 여자 보호자분은 보면 볼수록 안젤리나 졸리 닮았네ㅋㅋㅋ 옆 모습은 대박ㅋㅋㅋ 샤!잠!	1
472	기대없이 걍 봤는데..생각보다 신선해요무엇보다 전 첨봤는데...전종서 OOO기!!!!대박입니다~ 추적자 하정우 이후 최고의 캐릭터~	1
473	송윤아 캐릭터 재수없네  ㅋ	0
474	개봉후보고 오늘다시 보았는데 .. 배우.연출.영상.음악 모두 완벽한것같습니다...ㅜㅜ	1
475	외로운 두사람이 만나면 행복해진다.케이와크림은 첫소절이 비슷하니까 가족이다.너와함께 한 날들 평생잊지 않을께...이 영화 오랜많에 눈물짓게 하는 영화... ㅠㅠ	1
476	재미없다고 해서 안봤는데 ㅇㄷㄱ이 재밌다고 해서 봄. 좀지루한데 연기지림	1
477	ㅋㅋㅋㅋ전종서 연기만 보면 재미있음	0
478	진짜이런거 처음써보는데 진짜 존1나 욕나오거 재미없다 시간버리지말고 거르세요제발	0
479	시작은 평범한 독립영화,중간쯤부턴 술담배의 해로움에 관한 공익영화, 마무리는 기묘한 영화	1
480	인셉션은 사칙연산 수준이었구나... 다행히 나만 이해못한게 아닌듯 ㅋ	1
481	먼가 어정정해 액션이라기도 뭐하고 그렇다고 스릴러같지도 않고 개그도 약하고 첨보물 이라기도 좀 그렇고	0
482	기대하고 봤는데 안나 발끝만큼도 못한 영화. 영화 특성상 러닝타임 짧아서 못담아냈다기에 같은 장르인 안나는.... 스토리도 연출도 액션도 2020년대에 뒤떨어짐. 왜 여자평점은 이래높지?	0
483	오랜만에 직설적이지 않고 함축적인 장면이 많은 영화였으나;;; 둘 다 연기 너무너무 아쉽다. 한지민은 진짜로 배역 해석이 잘못됐고 연기도 못하고 ..남주혁은 그나마 잘했는데 얼굴에 표정이 너무 없다.	0
484	2020 가장 짜릿한 결말 50-50	1
485	정말 사랑한다면 이렇게 할 각오로 사랑해야한다는 것을 느낀 영화	1
486	줄거리를 되짚어 볼수록 소름돋는 내용이네요영화 내내 몰입해서 재밌게 봤습니다	1
487	재밌긴한데 박신혜 왜그랬을까?내가 박신혜였다면 전종서를 도발하지 않았을거야. ㅋㅋ	1
488	사연의 개연성이나 설명 없이 그냥 그렇게 됐다고 툭 던져주는 것만이 맘에 안 들었을 뿐 그 외엔 스토리 구성도 독특하고 감동적이고 뭉클해지는 영화였다.	1
489	지금시기에 보면 딱 좋은영화 감동적이네요	1
490	이렇게 재미없기도 힘든데.. 영화배경만 옛날이 아니라 영화수준도 옛날로 역행함. 보는내내 언제끝나나라는 생각만 들었고 극후반엔 그냥 껐다. 너무 뻔하디 뻔하고 진부하며 특색없고 유치한 그러한 삼류영화.	0
491	아이리스가 넘공감이안됨... OO도아니고 마지막에도 헤어진다했음또받아줬을거자나 걍노답임 남자보는눈이 저러면 또 저런데흔들림	0
492	샤샤 죽이고싶다 보는내내 짜증나네	0
493	OOO 헤어짐이 될 뻔한 그저 그런 사랑이야기	1
494	진심 노잼... 네이버 평점 이제 거른다유치의 최고작	0
495	유쾌하다 목발 친구 연기 넘잘해	1
496	저질영화 끝 할말이 없음	0
497	아빠 살리고 그때 검색만 안 했으면 좋았을텐데..그래도 연기력이 미쳐서 너무 재밌었음	1
498	이와우외왜왹ㅂ디ㅣㄹ	0
499	강수연 리즈시절....	1
500	나는 그저 사랑을 받고 싶었어, 너의 향기로.	1
501	진짜 그 시대에 이런 명작을 만들어냈다는 게 대단.. 미야자키 그는 애니계의 역사라고 할 수 있다..	1
502	호그와트 삼총사랑 헤어지기 싫어요...	1
503	진짜 내가 찾던 크리스마스 겨울영화 따뜻하고 따뜻하고 따뜻해	1
504	재미, 감동, 영상미 1도 없었습니다... 여태껏 본 영화중 최고로 재미없었고 개연성도 없네요 실망이 큽니다ㅠㅠ평점이 8점대 이해가 안가요	0
505	세상에 정의가 있다면 그건 우리가 살고있는 세상이 아니다.	1
506	일단... 주드로를 보면서 몹시 큰 잘생김을 느꼈다. 카레닌을 잘 표현했다 싶으면서도 클로즈업할 때마다 그의 훌륭한 잘생김에 감탄을 하였다. 연극 세트같은 공간 연출이 인상깊었으나 카메라 워크나 장면전환에 불필요한 에너지가 많이 들어간 느낌이고, 보다보면 그게 자연스러운 극의 흐름을 방해하는 것 같다는 느낌을 받는다. 하지만 안나 카레니나의 분위기에 걸맞는 시도해볼만한 연출이었다고도 생각한다.많지 않은 대사와 미장센만으로도 이야기가 고조되는 것이 세련된 부분도 있었고, 다소 과해서 느글거리는 부분도 있었다, 음악도 넘 좋았고, 눈이 즐거운 영화이다.	1
507	한지민 남주혁 진짜 연기잘한다..마지막에 아이유노래 듣고 더 감동받음 ㅠㅠ	1
508	로코보러왔다가 눈물이 멈추질않아	1
509	샘 휴건 사랑해여 밀라쿠니스도 좋아함모건역 나오신분도 너무 연기 잘하고 덕분에 재밌었음... 근데 정말 레알 킬링타임ㅋㅋㅋ	1
510	아 예상보다 너무 재밌었다. 특히 연출, 연기. 워싱턴과 라이언	1
511	입추의 여지가 없는 한국 느와르계의 최고봉!	1
512	나와 내 동료들의 모든 위험을 감수하고 정직하고 명예로운 선택을한 네이비씰과 족장. 우리 모두가 그들처럼 올바른 길을 갈수잇으면한다	1
513	나와 내 동료들의 모든 위험을 감수하고 정직하고 명예로운 선택을한 네이비씰과 족장. 우리 모두가 그들처럼 올바른 길을 갈수잇으면한다	1
514	나와 내 동료들의 모든 위험을 감수하고 정직하고 명예로운 선택을한 네이비씰과 족장. 우리 모두가 그들처럼 올바른 길을 갈수잇으면한다	1
515	수정되는 순간부터 인간이다. 낙태 시술 장면에서 흡입기구가 들어가자 피해가는 아기를 보며 얼마나 울었는지 모른다. 도대체 무슨 권리로 아기를 죽인단 말인가. 여성인권? 그럼 태아인권은? 정말 이 시대의 모두가 다 봐야하는 영화. 낙태가 얼마나 큰 죄인지를 알 수있는 영화 .	1
516	모든 면에서 명성과 기대에 비해 형편없다.	0
517	진짜 이영화 본 시간이 아깝다...중간에 끔..뽀로로가 더 재밌음..	0
518	불쌍해서 못봐주겠네  ㅜㅜ	1
519	좀 미화같긴해도 재밌었어요	1
520	별시리 내용도 감동도 억지스럽고 쩝	0
521	시간가는줄 모르고 긴장의 연속으로 본 영화... 현실판 지옥도 속에서 희망을 향한 젊은이들의 발악이 눈앞에 펼쳐졌다.	1
522	낙수효과란 없다.가장 밑바닥은 운영진도 알 수 없는 층이었다.아래층까지 음식을 분배하려는 두사람의 폭력적인 노력은 얼마나 힘든 것인지. 그에 반발하는 사람들은 공산주의냐 비웃고 반발하고. 책을 선택한 주인공은 가장 이성적이지만 동시에 순진한 이론가이다.지금의 대한민국을 보는 느낌.아래층까지 음식을 분배하려는 방향에 박수를 보낸다.나는 칠십몇층 쯤 있는것 같다.	1
523	모든것을 잃어버린 후에 다시 시작되는 인생! 상처를 안고, 웃는법을 배우는 것,  살아가는 것이 인생인거 같다. 산전수전 공중전 까지 다 격은 후구이가 마지막에 누구보다 활짝 웃으며 가족들과 만두를 먹는 모습이 인상깊게 남는다. 코로나로 힘드시는 분들. 꼭 보세요	1
524	몰입도는 꽤괜. 그러나 설정상 오류가 너무 많음 .. 그래도 난 개인적으로 볼만했다고 생각함. 그냥 한 번쯤 봐도 시간이 아깝지는 않은 영화	1
525	이게 재밌는애들은 초등학생들인가..	0
526	이걸 영화라고 해야하나요 결론이 없네여....적극 비추합니다.	0
527	이건 감독 섀끼가 쓰레기임	0
528	점점 스토리는 산으로 가는 느낌이고주인공은 암 유발자...연기는 진짜 10점 줍니다	0
529	어딜 개잡 쓰레기  영화를 대부랑 비교를 하냐	0
530	범죄에 향한 목적은 범죄여야 하는가. 우리나라의 입장에서는 이해하기 어려운 상황의 영화. 그래도 화면의 색깔까지 바꾸면서 성의있게 그려냈다는 점에서 인정.	1
531	가슴아픈 영화. 절대있어서는안될어린이성폭행영화.	1
532	보기드문 꿀잼작입니다.	1
533	201218[9]간만에 소름 돋는 새로운 미져리를 봤음. 근데, 마지막이 너무 허접해요.	1
534	원작에 비해 개연성도 없고 ... 감흥 제로 휴지 왜 챙겨갔지	0
535	완벽해 아주 ~ 이런 영화는 더 많이 만들어져야해	1
536	제임스하든이 인버스로 스탭백 하는 영화	0
537	무조건 10점	1
538	배우들 연기지림 평점 왜낮은지 모르겠는데 별테하지 마라...	1
539	연기대신 박수쳤음 됐지~~~~	0
540	정말 솔직히 말해서 평점이 왜 이렇게 높은지 모르겠네요. 이 유명배우들로 영화를 이렇게 만들수 밖에 없었는지 묻고싶네요. 개그코드를 맞춘건 있지만 이건 좀 심하다고 생각합니다. 제 기준 C급 아니 D급 영화 입니다. 정말 좋아하는 이 배우들로 너무 아깝습니다...;;;;	0
541	웃음과 따뜻함 모두 담겨있는 영화. 억지스러운  신파가 아니라 더 좋았다	1
542	세상에 우리나라에 감성충들이 이렇게 많구나 말도안되는 감성을 잘 짜내는구나,,이걸 10점 주는 신기한 사람들도 많구나 느낀 영화	0
543	초등학생 때부터 트랜스포머를 영화로 봐왔던 세대인 저한테는 엄청난 파장을 주지는 못했던 것 같아요.	0
544	ㅋㅋ 아니 왜 집착을 하지? 설정부터 말이 안되지.	0
545	실존주의 들판에서 전쟁의 상흔과 무의미한 죽음의 굴레가 아닌, 생명력의 꽃잎이 날리고 희망의 노래가 울리는 방향의 지도를 찾아 달려가는 연극 같은 체험의 현장.	1
546	내 인생 최고의 영화.. 2시간 내내 너무 즐겁고 행복했다.	1
547	연기가 정말 최고에요. 연기만. 이야기 전개를 위해서 인지는 모르겠지만 굳이 굳이 가만히 있으면 될걸 위기를 혼자서 생성하는 주인공을 보며 고구마를 먹다못해 마시는 기분이었습니다. 쟤도 참..가만히 있으면 반이라도 간다는게 이런 건지..주변사람 다 죽이는 것도 참..에휴.. 말하기전에 생각하고 말하자라는 좋은 교훈을 얻기는 개뿔 이건 그냥 주인공을 바보로 설정해서 이입 하나도 안가고 보는 내내 답답하기만 했습니다. 반전 좋아하시고 연기를 보시는 분들은 정말 만족스러울 듯한 작품이지만 저처럼 답답한거 싫어하시는 분들은 무조건 피하세요 제발..미래에서 보지말라고 call이라도 해드리고 싶은 마음입니다.. 영화보고 처음으로 감상평을 쓰게 하네요.	0
548	2차대전 현장에 있는것 같은 대리 체험	1
549	잘 자고 왔어요...지루지루지루	0
550	영화를 보는 내내 눈물을 많이 흘렸습니다 저도 낙태를 여러번 하였는데 태아를 살아있는 생명으로 인지하고 낙태가 살인이라는 인식이 있었으면 낙태 함부로 못했을 겁니다	1
551	후벼파네요 ㅠ	1
552	통쾌함 뒤에 찾아오는 씁쓸함	1
553	2020년이 가기전에 한번 더 보는 영화황정민 라면연기에서 울어따.	1
554	얼마나 고생스럽고 평생이 외로우셨을까 고작 13살 어린 나이에..	1
555	솔직히 영화 중반까진 8점 이상줘도 될만큼 스릴넘치고 재밌었는데 너무 후반부가서 스토리가 과하게 오바싼듯;;; 무슨 또 반전에 반전 주려고.. 암걸리는줄 알았음 차라리 조커처럼 시원시원하던가 기분만 불쾌해지네	0
556	잔잔하면서 깊이있는 사랑과 현실을 잘표현한거같아요	1
557	니네는 가난이 창피한게 더 크지?초반부에 남주 다 말라서 죽기전에 지나가는 인간들 미국군 보기에 창피하다고 하질않나 참ㅋ 주인공 아이들이 불쌍은 하다만 원래 잘살던애들이라 맛있는것도 참 많이먹고살더라 우리는 일본한테 쌀뺏기고 소뺏기고 먹을게없는건 한참 전부터 없었는데 애들이 죽긴해도 맛있는거 다 쳐먹고 누릴거 다누리고 죽었고 남자애ㅋ지들이 전쟁에서 졌는데 총쏘는시늉하고 놀고 재밌지?일본놈들은 대부분 잘살던것들이라 가난한게 더 창피하게 느끼고 그 가난한것도 얼마안가 다시 돌아왔음.마루코는 아홉살이라는 만화를 보면알수있음.우리는 검정고무신 걔네는 마루코..우리는 라면이나 콜라만해도 정말 귀하고 티비?냉장고?부잣집 아니면 없는것들을 일본은 같은시대에 티비,냉장고 기본에 스테이크나 비싼것들 잔뜩먹고 이딴 영화보고 불쌍하게 느끼면 안된다우리나라에서 각잡고 작화나 스토리 잘짜서 독립운동과 우리나라의 아픔을 보여주는 애니메이션이나 영화 만들어서 기생충만큼 흥행시켜야함감상평:니들이 가난함에 창피를 느낄때 우리에겐 당연하게 여겨지는게 가난이고 니들이 폭탄맞아 친구가 죽고 가족이 죽는게 슬프면서 우리는 여자들 다 끌려서가 강간당하는 성노예되고 남자들 총알받이 고문용으로 끌려갔다.이딴영화보면서 눈물을 흘리기엔 너희들보다 우리가 백배 천배 불쌍하고 슬프다 나라잃은 슬픔 니들이 알까.	0
558	전종서 미친 연기 잘하네. 그외는 스토리도 진부하고 영상미도 웃기고 박신혜답답하고 욕만 디따하고 기분은 잡침. 시간낭비했다...	0
559	여러번봐도 노래가 나와서인지 지루하지않습니다.	1
560	엥? 한번 더 보고 싶어서 넷플 보니 없어진거 같던데ㅠㅠ 코믹+감동 따뜻한 영화	1
561	많은걸 생각하게 함~  재미도있고 태국영화라는게 믿기지않음	1
562	선명한 주제 의식 그리고 그걸 뒷받침 못하는 디테일	1
563	버닝에서도 좋았지만 확신은 없었다. 전종서는 콜에서 완벽하게 증명해냈다.	1
564	뭉클하네요 감사합니다.	1
565	웰메이드 킬링타임용 영화 ㅋㅋㅋ 개그코드 취향 저격임	1
566	걍 그럼.. 진짜 볼거없을 때 가벼운맘으로 보시길	0
567	생수같은 청정한 영화 좋았습니다	1
568	b급킬링타임 ㅋㅋ 생각없이 웃고싶을때 보면 좋을영화에요	1
569	전 나름 괜찮은 구성이었다고 생각합니다.굳이 부산행과 비교하려니까 말들이 많은거지	1
570	최고입니다왜 이영화를 영화관에서 보지 못했는지 후회되더라구요 도경수라는 배우 정말 멋지더라구요연기, 연출, 스토리 머 하나 빠지지 않는 영화^^	1
571	최고의 액션 사람을 저렇게도 죽이는구나..	1
572	한지민보는거빼고 너무 지루하네요 진부하고..감상평 처음남기네요	0
573	여주 어머니♡	1
574	방금 봤어요! 넘 재밌네요!	1
575	때론 부모의 탐욕이 아이를 숨막히게 할 수 있다는 메시지를 담은 1시간반짜리 메타포. 아이는 당신의 소유물이 아니다 평점 교정용 10점	1
576	작금의 시대에 이런 부귀와 자유를 누리게 해준 선배들에게 감사드리며 다시는 영화같은 세상이 되풀이 되지않게 열심히 시민으로서 감시활동하겠습니다	1
577	정말 잼있게 잘봤습니다 연기력도 좋고 내용도 좋고 연기자분들 다들 대박나세요^^	1
578	최고!! 음악 미술 연기 스토리 모두 완벽	1
579	등급은 15세이지만너무 높지않나 싶어요..요즘 12세에도 이상한걸 많이 내보내던데 ㅠㅠ암튼 청소년들이 꼭 봐야할것 같아요.요즘 아이들 성교육은 피임위주이니.. 그것보단 생명의 소중함을 아는게 중요한것 같아요초등고학년부터 학생들 꼭 보세요!젊은 청년들도 꼭 보셔야해요 ㅠ인권이다 페미다 사회추세가 흘러가지만그건 문화일뿐 진리는 아니거든요.우리모두 작은 태아부터 시작했고 태아의 생명은 존중해줘야 합니다.그리고 낙태는 명백한 살인이고요.강추합니다!!	1
580	우리 인생도 흐르는 강물처럼.	1
581	색다른 스토리와 눈부셨던 배경들..	1
582	아무리 영화 바닦이 코로나 때문에 힘들어도 평점 작업은 제발 하지말자 이건 뭐 삼류 B급도 안되는 것 같은데이런걸로 돈벌심산이면... 너무 날로 먹으려 그러는 것 같다	0
583	영화를 다본후에야  거의 3시간이 가까운 영화임을 알았을정도로 시간가는줄 모르고  빠져서 본  재미있고 감동도있고 여운도있고  자연풍경도 아름다운 좋은 영화이다.	1
584	음... 난 여잔데 왜... 감흥이 없지....;;; 왜멋있는지 모르것지;; 음..	0
585	최대한 오리지날 스토리를 담을려고 노력했고 영상미도 죽임.	1
586	재미가좋구만좋구만	1
587	아이러니하게도 지금 현 시대도 독재시대다	1
588	일베충들 및생각없는 자칭 보수들만싫어하는 영화.대한민국 민주주의는전세계 어느 나라보다 훌륭합니다.	1
589	라이토 볼때마다 유세윤 생각나  아....	0
590	민주화랑 공산화를 구분못하는 반정부가 무엇인지 현재와 이 영화를 보면 알 수 있다. 전두환 대통령 민주적이네 국민을 두려워 할줄 앎	0
591	최악의 캐릭터 최악의 BGM 최악의 스토리오랜만에 영화보러가서 기분만 잡쳤다	0
592	내 인생 영화 중 하나 입니다.	1
593	순수한 어린 시절로 돌아가는 느낌과 감동을 선사하는 이야기, 어린날 동심을 되찾아주는 영화에요! 애니메이션이지만 남녀노소 상관없이 모두가 즐길 수 있는 영화에요	1
594	핵노잼영화 오랜만에 보는거 같았어요,,,지루하고 조용하고 재미도 없고 13000원이 너무 아까운 영화였어요	0
595	객관적이고 훌륭한 다큐입니다 ㅇㅈ	1
596	저예산으로 쫄깃쫄깃하게~	1
597	박신혜연기만아니면 훨 시너지좋았을..	1
598	현재를 살고 있는 사람이라면 이 영화를 보지 않아도 좋다. 이미 이 영화가 말하고자 하는 사건과 의미가 모두가 현실화 됐기 때문이다. 그리고 이 모든건 다시 반복되기 마련이다. 역사가 가르치듯이.	1
599	토이스토리를 보면 눈물이 나는 이유	1
600	여기 평점..흐름이다비슷함.. 다 연기좋았다는 글 일색. 원작 평점댓글보면 명대사 감동포인트들로 각양각색인데.. 여기도 알바를 푸는가. 아니겠지.	0
601	영화 보는 내내 마음이 아프게 감상했네요 ㅠ주소정 아역배우님 앞으로 응원할게요!!	1
602	보다가 휴지 여섯장 뽑음ㅠㅠ	1
603	네이버 평점 보고 볼까 말까 고민하다가 봤는데집 자동차 옷 이런 시대적인 아이템들 보는 것도 재미있었고 좋았어요추천합니다	1
604	보는 내내 덱스터 생각났음	0
605	흑백영화라 더 좋았다. 왜 나는 지독한 사랑이 없을까	1
606	정말 보는 내내 잔잔함 속에 여러 감정들을 잘 표현해 준 거 같아서너무 잘 봤습니다 :)	1
607	남자주인공이 연기는 좀 부족하지만 매우 훈훈하고 착한 인상임. 그리고 타케우치 유코가 나와서 찡했다.	1
608	웃고 울고 생각하게 하는 영화	1
